,유형,component,name,description,parameter,return,exception,sample,built since,built last
1022,method,WebSquare.uiplugin.dataList,setRowArray,rowIndex에 해당하는 행에 1건(row)의 배열 데이터를 넣는다.<br />overwrite가 false인 경우에 행을 생성한다.,"rowIndex	Number	Y	rowData를 넣어줄 행 index
dataObj	JSON	Y	행에 넣을 데이터의 정보를 가진 JSON<br />
<xmp class='js description'><Array:Y>   dataObj.columnInfo : 데이터를 넣을 컬럼의 id를 가진 1차원 배열
<Array:Y>   dataObj.data : columnInfo에 넣은 컬럼 순서대로 데이터를 담은 1차원 배열 (1건의 row만 처리 됨)</xmp>
overwrite	Boolean	N	[default:false, true]덮어쓰기의 여부로 true인 경우 rowIndex에 해당하는 row에 덮어쓰고 false인 경우 rowIndex에 row가 insert된다.",	,,"<xmp  class='js sample'>//name, dept, addr 컬럼을 가진 dataList가 정의 된 경우

//row 데이터 및 정보 생성
var dataObj = {};
dataObj.columnInfo = [""name"",""dept""];
dataObj.data = [""차승원"", ""홍보""];

//1번째 row에 name과 dept 컬럼의 데이터만 set.
dataList1.setRowArray(0, dataObj);  //overwirte의 값이 없으므로 1번째에 insert 된다.</xmp>",5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
1023,method,WebSquare.uiplugin.dataList,setRowData,rowIndex에 해당하는 행에 1건(row)의 배역 데이터를 넣는다.<br />overwrite가 false인 경우에 행을 생성한다.<br />gridView와 바인딩된 경우 함수 실행 후에 스크롤 위치가 유지된다.,"rowIndex	Number	Y	rowData를 넣어줄 행 index
rowData	Array	Y	DataList에 정의 된 컬럼의 순서대로 데이터가 담긴 1차원 배열
overwrite	Boolean	N	[default:false, true]덮어쓰기의 여부로 true인 경우 rowIndex에 해당하는 row에 덮어쓰고 false인 경우 rowIndex에 row가 insert된다.",	,,"<xmp  class='js sample'>//DataList에 name, dept 컬럼이 정의 된 경우

//1번째 row의 데이터를 아래의 데이터로 변경한다.
dataList1.setRowData(0,[""조진웅"",""보안감시""],true);</xmp>",5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
1024,method,WebSquare.uiplugin.dataList,setRowJSON,rowIndex에 해당하는 행에 1건(row)의 JSON 데이터를 넣는다.<br />overwrite가 false인 경우에 행을 생성한다.,"rowIndex	Number	Y	rowData를 넣어줄 행 index
rowData	JSON	Y	행에 넣을 JSON객체 데이터
overwrite	Boolean	N	[default:false, true]덮어쓰기의 여부로 true인 경우 rowIndex에 해당하는 row에 덮어쓰고 false인 경우 rowIndex에 row가 insert된다.",	,,"<xmp  class='js sample'>//DataList에 name,dept 컬럼이 정의 된 경우
 
//1번째 row에 name컬럼의 값만 있는 JSON 데이터 set
dataList1.setRowJSON(0, {""name"":""여진구""} );</xmp>",5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
1025,method,WebSquare.uiplugin.dataList,setRowNumData,"DataList의 get관련 API의 return 데이터의 type이 JSON, XML일 경우 row의 number값을 추가 할지 설정.<br />해당 값은 GridView의 rowNumVisible 속성을 true로 설정하면 나오는 값과 동일하며 ""rowNum""이라는 컬럼(key)명에 할당된다.<br />Data의 get관련 API 예시 - getAllJSON, getRowJSON, getAllXML, getRowXML 등","flag	Boolean	Y	[true, false]설정 여부",	,,"<xmp  class='js sample'>//DataList에 name, dept가 정의 된 경우

//별도의 설정 없이 getRowJSON API를 실행
dataList1.getRowJSON(0);
//return 예시 ) {""dept"":""인사"",""name"":""손예진"",""rowStatus"":""R""}

//rowNum 필드 추가 후 getRowJSON API를 실행
dataList1.setRowNumData(true);
dataList1.getRowJSON(0);
//return 예시 ) {""dept"":""인사"",""name"":""손예진"",""rowStatus"":""R"",""rowNum"":1}</xmp>",5.0_1.1437A.20141127.170713,5.0_5.4811B.20230203.095105
1026,method,WebSquare.uiplugin.dataList,setRowPosition,"DataList와 연동된 컴포넌트에서 선택할 행의 위치를 설정합니다.<br />단, ref 속성을 통해 연동되는 Input과 같은 단일 컴포넌트와 바인딩된 경우에만 사용하십시오. <br />GridView와 바인딩된 경우, 셀 선택은 GridView의 setFocusedCell을 사용해야 합니다.<br />참고로, GridView의 setFocusedCell를 통해 셀을 선택할 경우 화면 상의 포커스도 함께 이동합니다.<br />GridView 화면 상의 포커스 이동 없이 DataList의 값만 선택하고 싶다면 본 API를 사용하십시오.","position	Number	N	선택 할(focused)row index
noEvent	Boolean	N	onrowpositionchange이벤트를 설정해 줄것인지에 대한 여부",	,,"<xmp  class='js sample'>//DataCollection에 아래와 같이 DataList를 정의 한 경우
<w2:dataList id=""dataList1"">
    <w2:columnInfo>
        <w2:column id=""name"" name=""이름"" dataType=""text""></w2:column>
        <w2:column id=""dept"" name=""부서"" dataType=""text""></w2:column>
    </w2:columnInfo>
    <w2:data xmlns="""">
        <w2:row>
            <name><![CDATA[손예진]]></name>
            <dept><![CDATA[인사]]></dept>
        </w2:row>
        <w2:row>
            <name><![CDATA[송강호]]></name>
            <dept><![CDATA[홍보]]></dept>
        </w2:row>
        <w2:row>
            <name><![CDATA[전지현]]></name>
            <dept><![CDATA[IT]]></dept>
        </w2:row>
        <w2:row>
            <name><![CDATA[류승룡]]></name>
            <dept><![CDATA[인사]]></dept>
        </w2:row>
    </w2:data>
</w2:dataList>


//body 영역에 아래와 같이 Input 컴포넌트의 ref 속성를 ""data:dataList1.name"" 이 정의.
<xf:input id=""input1"" style=""position: relative;width: 144px;height: 21px;"" ref=""data:dataList1.name""></xf:input>

//초기 로딩 시에는 input에 값이 없음

//dataList의 1번째 row에 position적용 
dataList1.setRowPosition(0);
//input의 display 예시 ) 손예진

//dataList의 3번째 row에 position적용 
dataList1.setRowPosition(2);
//input의 display 예시 ) 전지현</xmp>",5.0_1.1437A.20141127.170713,5.0_5.4811B.20230203.095105
1027,method,WebSquare.uiplugin.dataList,setRowXML,rowIndex에 해당하는 행에 1건(row)의 XML 데이터를 넣는다.<br />overwrite가 false인 경우에 행을 생성한다.,"rowIndex	Number	Y	rowData를 넣어줄 행 index
XML	XML element	Y	rowData 행에 넣을 XML 데이터
overwrite	Boolean	N	[default:false, true]덮어쓰기의 여부로 true인 경우 rowIndex에 해당하는 row에 덮어쓰고 false인 경우 rowIndex에 row가 insert된다.",	,,"<xmp  class='js sample'>//XML 데이터 문자열 조합
var tmpXMLStr = ""<map><name>전지현</name><dept>IT</dept></map>"";

//XML 데이터 생성
var xmlDoc = WebSquare.xml.parse(tmpXMLStr);

//dataList의 1번째 행에 1건의 XML 데이터 set.
dataList1.setRowXML(0, xmlDoc);</xmp>",5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
1028,method,WebSquare.uiplugin.dataList,setXML,"XML Data를 설정(set)하거나 추가(append). (행의 상태는 초기상태인 ""R""로 변경됨.)","xmlData	XML	Y	XML 데이터
append	String	N	추가(append) 여부.<br />
<xmp class='js description'>""false"" (기본 값) : DataList의 데이터를 주어진 데이터로 새로 설정(set).
""true"" : 기존 DataList의 데이터에 추가(append).</xmp>",	,,"<xmp  class='js sample'>// XML 문자열 생성
var tmpXMLStr = """";
tmpXMLStr += ""<list>"";
tmpXMLStr += ""<map><name>전지현</name><dept>IT</dept></map>"";
tmpXMLStr += ""<map><name>류승룡</name><dept>인사</dept></map>"";
tmpXMLStr += ""</list>"";

// XML 데이터 생성
var tmpXML = WebSquare.xml.parse(tmpXMLStr);

// XML 형태의 2건의 list data를 set.
dataList1.setXML (tmpXML);</xmp>",5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
1029,method,WebSquare.uiplugin.dataList,sort,단건의 컬럼을 정렬한다. (다건의 경우 multisort API를 이용)<br /> 본 API는 dataType에 상관없이 text로 간주하여 정렬이 된다. (number 타입의 경우 multisort API를 이용),"bodyColumnID	String	Y	컬럼의 id
sortType	Number	Y	[0,1,2]정렬 옵션 0이면 오름차순 1이면 내림차순 2이면 정렬을 취소",	,,"<xmp  class='js sample'>//name컬럼의 값을 기준으로 오름차순으로 정렬한다.
dataList1.sort('name', 0);</xmp>",5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
1030,method,WebSquare.uiplugin.dataList,trigger,dataList에 등록된 이벤트를 실행합니다.,"type	String	Y	발생시킬 이벤트명
array	Object	N	이벤트 핸들러에 전달할 파라미터 배열",	,,"<xmp  class='js sample'>//dataList1에 oncelldatachange이벤트를 발생시킨다.
dataList1.trigger(""oncelldatachange"");

//dataList1에 oncelldatachange이벤트를 발생시키고 핸들러 함수에 아래와 같은 인자(paramJSON)를 전달하여 호출한다. 
var paramJSON = {rowIndex:5,colID:""col1"",oldValue:10,newValue:20};
dataList1.trigger(""oncelldatachange"", [ paramJSON ]);</xmp>",5.0_1.1437A.20141127.170713,5.0_5.4811B.20230203.095105
1031,method,WebSquare.uiplugin.dataList,unbind,동적으로 dataList 객체의 이벤트를 제거합니다.,"type	String	N	제거할 이벤트의 이름. 생략할 경우 해당 컴포넌트의 모든 이벤트를 제거한다.
function	Function	N	제거할 이벤트의 핸들러 함수. 생략할 경우 해당 이벤트 type으로 등록된 모든 핸들러 함수를 제거한다.",	,,"<xmp  class='js sample'>//dataList1에 등록된 oncelldatachange이벤트에 등록한 핸들러 중에 func1 이벤트 핸들러를 제거
dataList1.unbind(""oncelldatachange"", func1);

//dataList1에 등록된 모든 이벤트를 제거
dataList1.unbind();</xmp>",5.0_1.1437A.20141127.170713,5.0_5.4811B.20230203.095105
1032,method,WebSquare.uiplugin.dataList,undeleteRow,"rowIndex에 해당하는 삭제 상태(D,V)를 취소하고 직전 상태값으로 변경한다.<br />removeRow와 같은 API로 삭제(상태값이 E)한 row는 취소가 되지 않는다.",rowIndex	Number	Y	삭제를 취소할 행 index,	,삭제 상태가 아니라면 빈 값을 반환한다.,"<xmp  class='js sample'>//1번째 row의 delete 상태를 취소.(직전 상태값으로 변경된다)
dataList1.undeleteRow(0);</xmp>",5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
1033,method,WebSquare.uiplugin.dataList,undoAll,"전체 데이터를 초기 설정 된 데이터(originalData)로 바꾸고 행의 상태를 초기화(R) 시킨다.<br />""초기 설정 된 데이터""란 setJSON, setXML 등과 같은 API들을 통해 설정 된 데이터가 이에 속한다.",,	,,"<xmp  class='js sample'>//모든 갱신되거나 삭제된 데이터를 되돌리고 초기 설정 데이터(originalData)로 변경한다.
dataList1.undoAll();</xmp>",5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
1034,method,WebSquare.uiplugin.dataList,undoRow,rowIndex에 해당하는 row의 data와 상태값을 직전 data와 상태값으로 변경한다.,rowIndex	Number	Y	data를 변경할 행의 index,	,,"<xmp  class='js sample'>// 첫 번째 row의 data를 복구
dataList1.undoRow(0); 
</xmp>",5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
1035,event,WebSquare.uiplugin.dataList,onaftercolumnfilterchange,사용자에 의해서 column에 적용된 filter가 변경된 이후에 이벤트가 발생한다.,,,,"<xmp  class='js sample'><script ev:event=""onaftercolumnfilterchange""><![CDATA[
    alert(""onaftercolumnfilterchange = "" + this.getRowCount());
]]></script></xmp>",5.0_2.2964B.20180202.163500,5.0_5.4811B.20230203.095105
1036,event,WebSquare.uiplugin.dataList,onbeforecelldatachange,"하나의 셀에 대한 값이 변경되기 직전에 발생하며 변경된 값을 dataList에 적용 여부를 결정할 수 있다.<br />이벤트 핸들러에서 return false를 주면 cell값의 변경을 취소하고 이전 데이터로 되돌리며, 그 외에는 변경된 값이 적용된다.","info	JSON	rowIndex, colID, oldValue, newValue를 포함한 JSON
<xmp  class='js sample'> <String>  info.oldValue : 이전 value
 <String>  info.newValue : 변경된 value
 <Number>  info.rowIndex : 이벤트가 일어난 cell의 row index.
 <Number>  info.colID : 이벤트가 일어난 column의 columnID</xmp>",,,"<xmp  class='js sample'><script ev:event=""onbeforecelldatachange( info )""><![CDATA[
    var rowIndex = info.rowIndex;
    var colID = info.colID;
    var oldValue = info.oldValue;
    var newValue = info.newValue;

    //cell의 data 변경을 중지하고 싶은 경우 아래와 같이 return false를 적용한다.
    //return false; 
]]></script></xmp>",5.0_1.1437A.20141127.170713,5.0_5.4811B.20230203.095105
1037,event,WebSquare.uiplugin.dataList,onbeforecolumnfilterchange,column에 적용된 필터가 변경되기 직전에 이벤트가 발생합니다.,,,,"<xmp  class='js sample'><script ev:event=""onbeforecolumnfilterchange""><![CDATA[
    alert(""onbeforecolumnfilterchange = "" + this.getRowCount());
]]></script></xmp>",5.0_2.2964B.20180202.163500,5.0_5.4811B.20230203.095105
1038,event,WebSquare.uiplugin.dataList,onbeforerowpositionchange,DataList의 rowPosition이 변경되기 직전에 발생하며 rowPosition의 변경 적용 여부를 결정할 수 있다.<br />이벤트 핸들러에서 return false를 주면 rowPostion 변경을 취소하고 dataList와 바인딩된 컴포넌트의 포커스 이동이 취소된다. 그 외 return은 rowPostion 변경이 적용된다.,"info	JSON	oldRowIndex, newRowIndex를 포함한 JSON.
<xmp  class='js sample'><Number> info.oldRowIndex : 이전 row position. filter가 걸린 경우 filter된 상태를 기준으로 row position 값을 반환한다. 
<Number> info.newRowIndex : 이동 할 row position. filter가 걸린 경우 filter된 상태를 기준으로 row position 값을 반환한다.</xmp>",,,"<xmp  class='js sample'><script ev:event=""onbeforerowpositionchange( info )""><![CDATA[
    var oldRowIndex = info.oldRowIndex;
    var newRowIndex = info.newRowIndex;
    var oldRowData = this.getRowData(oldRowIndex);

    //row의 position을 변경하지 않을 경우 아래와 같이 return fasle를 적용한다.
    //return false;
]]></script></xmp>",5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
1039,event,WebSquare.uiplugin.dataList,oncelldatachange,"하나의 셀에 대한 값이 변경된 경우 발생하며 행이 추가,삭제되거나 dataList의 전체 구조가 변하는 경우(setJSON 등)에는 발생하지 않는다.<br />insertJSON, setRowData 류의 API에 의해 복수개의 cell 값이 한번에 값이 변경되는 경우 또한 이벤트가 발생하지 않으며, 대신 oninsertrow이벤트가 발생한다.","info	JSON:Y	rowIndex, colID, oldValue, newValue를 포함한 JSON
<xmp  class='js sample'><String> info.oldValue : 이전 value
<String> info.newValue : 변경된 value
<Number> info.rowIndex : 이벤트가 일어난 cell의 row번호
<Number> info.colID : 이벤트가 일어난 column의 columnID</xmp>",,,"<xmp  class='js sample'><script ev:event=""oncelldatachange( info )""><![CDATA[
    var rowIndex = info.rowIndex;
    var colID = info.colID;
    var oldValue = info.oldValue;
    var newValue = info.newValue;
    // logic
]]></script></xmp>",5.0_1.1437A.20141127.170713,5.0_5.4811B.20230203.095105
1040,event,WebSquare.uiplugin.dataList,ondataload,"DataList의 data가 전체적으로 변경(set)되는 경우 발생하며 data가 셋팅 된 이후 이벤트가 발생한다.<br />setJSON, setXML, setData 류의 API가 해당된다. ( 해당 API를 통해 append 할 경우에도 발생. )<br />단, removeAll 호출 시에는 해당 이벤트는 발생하지 않으며, 대신 onremoverow 이벤트가 발생한다.",,,,"<xmp  class='js sample'><script ev:event=""ondataload""><![CDATA[
    alert (""dataList에 데이터 설정이 완료되었습니다."");
]]></script></xmp>",5.0_1.1437A.20141127.170713,5.0_5.4811B.20230203.095105
1041,event,WebSquare.uiplugin.dataList,oninsertrow,"DataList에 새로운 행이 추가된 후에 발생하며 한번에 여러 row가 한번에 추가되면 한번만 발생한다.<br />해당 하는 API 종류 - insertRow, insertData, insertJSON, insertXML<br />setJSON과 같은 API를 append모드로 호출하는 경우는 해당 이벤트는 발생하지 않으며 ondataload 이벤트가 호출된다. (append모드로 데이터가 추가되는 것은 insertRow와는 다르게 취급된다.)","info	JSON	inserted된 data의 정보를 담고 있는 JOSN 객체로 insertedDataObj를 포함한 오브젝트를 반환한다. 
<xmp  class='js sample'><JSON> info.insertedDataObj : 추가된 row들의 index와 data를 담고 있는 JSON으로 row의 indexString은 key에 해당하며 실제 row가 inserted된 index이다. 해당 key에 할당하는 값은 row의 data로 1차원 array이다.</xmp>",,,"<xmp  class='js sample'><script ev:event=""oninsertrow( info )""><![CDATA[
    var insertedDataObj = info.insertedDataObj;
    var insertedRowList = [];   // insert된 row 집합 
    var insertedDataArr = [];   // insert된 data 전체 집합. 
    for(var insertedRow in insertedDataObj){
        insertedRowList.push(insertedRow);
        insertedDataArr.concat(insertedDataObj[insertedRow]);
    }
]]></script>

//insertRow API를 이용하여 1건의 row를 insert 하였을 경우
dataList1.insertRow(0);
//oninsertrow 이벤트의 info 객체 예시
    {
        ""insertedDataObj"": {
            ""0"": [ """", """", ""0"", """" ]
        }
    }

//insertJSON API를 이용하여 다건의 row를 insert 하였을 경우
dataList1.insertJSON( 0, [{""name"":""아이유"",""birthday"":""19930516""},{""name"":""정형돈"",""birthday"":""19780207""}] );
//oninsertrow 이벤트의 info 객체 예시
{
    ""insertedDataObj"": {
        ""0"": [ ""아이유"", ""19930516"", ""0"", """" ],
        ""1"": [ ""정형돈"", ""19780207"", ""0"", """" ]
    }
}</xmp>",5.0_1.1437A.20141127.170713,5.0_5.4811B.20230203.095105
